project_id,country,age_group,Gender,Region,SEL,expectedcompletes
162744,PE,46-99,Male,0,0,54.0
162074,GT,55-99,Female,0,0,54.0
163934,PE,45-54,Female,0,0,54.0
163818,GT,0,Male,0,0,54.0
164647,PE,0,Male,0,0,54.0
164369,CL,0,Male,0,C1a,53.0
164187,BO,65-99,0,0,0,53.0
164187,CR,25-34,0,0,0,53.0
164282,MX,0,0,0,C+,53.0
164455,MX,0,Female,0,0,53.0
164492,BR,0,Female,0,0,53.0
164320,MX,55-65,0,0,C,53.0
164542,CR,0,Female,0,0,52.0
164647,PE,0,Female,0,0,52.0
164324,MX,35-44,0,0,D+,52.0
164324,MX,35-44,0,0,D,52.0
163740,BR,0,0,0,C1,52.0
164187,CR,55-99,0,0,0,52.0
162074,GT,18-24,Male,0,0,52.0
164400,CL,25-34,0,0,0,51.0
163419,HN,0,0,Noroccidental,0,51.0
164581,BR,35-44,0,0,0,51.0
164412,UY,29-44,Male,0,0,51.0
164280,AR,0,0,0,C3,51.0
164469,MX,0,0,0,0,51.0
163934,PE,18-34,Female,0,0,51.0
161997,MX,45-67,0,0,0,51.0
163587,EC,0,0,0,C+,51.0
164516,BR,0,Male,0,D-E,50.0
163804,CL,0,0,0,0,50.0
164085,BR,55-65,Male,0,C1,50.0
164441,AR,61-99,Male,0,0,50.0
164426,UY,0,Male,0,0,50.0
164320,MX,35-44,0,0,D,50.0
163934,PE,18-34,Male,0,0,50.0
163419,HN,0,0,Centro Oriental,0,50.0
164320,MX,25-34,0,0,D,50.0
163944,BR,0,0,0,C1,50.0
164187,GT,45-54,0,0,0,50.0
164550,PE,25-39,0,0,0,50.0
162636,MX,45-50,Male,0,0,50.0
164426,UY,0,Female,0,0,49.0
157302,CL,18-24,Male,0,0,49.0
164542,CR,0,0,0,0,49.0
162696,BR,0,Female,0,0,49.0
164085,BR,55-65,Male,0,A,49.0
164516,BR,45-54,Male,0,0,49.0
164187,GT,55-99,0,0,0,49.0
164411,SV,0,0,0,0,49.0
164181,AR,36-50,0,0,C3,49.0
164411,SV,0,0,0,0,49.0
164369,CL,0,Male,0,C3,49.0
164187,BO,50-64,0,0,0,49.0
164411,SV,0,0,0,0,49.0
164313,BR,0,0,0,B1,48.0
164320,MX,35-44,0,0,D+,48.0
164542,CR,0,0,0,0,48.0
163847,PA,45-50,Male,0,0,48.0
164492,BR,0,0,0,C2,48.0
164324,MX,25-34,0,0,D+,48.0
164097,BR,0,Female,0,0,47.0
164615,AR,0,0,Cuyo,0,47.0
162074,GT,18-24,Female,0,0,47.0
164477,MX,18-24,0,0,0,47.0
162041,PR,45-54,Female,0,0,47.0
164504,EC,0,0,Sierra,0,47.0
163804,CL,0,0,0,0,46.0
164324,MX,55-65,0,0,C+,46.0
164647,PE,46-55,0,0,0,46.0
164446,MX,25-54,0,0,0,46.0
164411,SV,0,0,0,0,46.0
162098,PA,40-99,0,0,0,46.0
164504,EC,25-34,0,0,0,46.0
159616,BR,0,0,Centro-Oeste,0,45.0
164441,AR,61-99,Female,0,0,45.0
162041,PR,55-99,Male,0,0,45.0
164615,AR,0,0,Centro,0,45.0
164181,CL,36-50,0,0,C3,45.0
164504,EC,0,0,Costa/Cost,0,45.0
164320,MX,55-65,0,0,C+,45.0
163587,EC,0,0,0,B,44.0
164510,PE,0,0,0,D,44.0
161660,BR,0,0,0,0,44.0
164492,BR,25-34,0,0,0,44.0
164710,UY,0,0,0,B+,44.0
164710,UY,0,0,0,B-,44.0
162454,CO,0,0,0,Estrato 3,44.0
161659,BR,0,0,0,0,44.0
164690,AR,56-65,0,0,0,44.0
163804,CL,0,0,0,0,44.0
162041,PR,35-44,Male,0,0,44.0
162041,PR,35-44,Female,0,0,44.0
157302,CL,0,0,Austral Patagonia,0,44.0
164460,BR,0,0,Norte,0,44.0
164460,BR,0,0,Norte,0,44.0
164097,BR,55-99,0,0,0,43.0
163574,MX,0,Female,0,0,43.0
163388,GT,0,0,Region III- Nororiental,0,43.0
163434,SV,0,0,0,0,43.0
163934,PE,18-34,Male,0,0,43.0
163625,BR,0,0,0,0,43.0
162041,PR,45-54,Male,0,0,43.0
164369,CL,0,Male,0,C2,43.0
163804,CL,0,0,0,0,43.0
161660,BR,0,0,0,0,42.0
164324,MX,25-34,0,0,D,42.0
163872,CL,18-27,0,0,C1b,42.0
161660,BR,0,0,0,0,42.0
162041,PR,55-99,Female,0,0,42.0
164388,BR,36-44,Male,Sudeste,C2,42.0
163740,BR,45-54,0,0,0,41.0
163625,BR,0,0,0,0,41.0
159616,BR,0,0,Norte,0,41.0
164492,BR,0,0,0,C1,41.0
164460,BR,0,0,Norte,0,41.0
164550,PE,40-70,0,0,0,41.0
162450,CO,18-24,Male,0,0,41.0
164710,UY,0,0,0,M,41.0
164114,MX,0,Male,0,0,41.0
164187,GT,25-34,0,0,0,41.0
163872,CL,60-99,0,0,AB,40.0
164710,UY,0,0,0,M+,40.0
164561,BR,0,Male,0,0,40.0
164097,BR,0,Male,0,0,40.0
163934,PE,45-54,Male,0,0,40.0
163625,BR,0,0,0,0,40.0
157302,CL,55-99,Male,0,0,40.0
159616,BR,0,0,0,B1,40.0
163434,SV,0,0,0,0,39.0
163740,BR,55-99,0,0,0,39.0
164395,AR,18-24,0,0,0,39.0
164395,AR,25-34,0,0,0,39.0
164714,EC,0,0,0,0,39.0
163529,MX,25-34,0,0,0,39.0
163872,CL,60-99,0,0,D,39.0
164394,MX,35-55,0,0,0,39.0
163683,BR,45-55,0,0,0,39.0
163934,PE,45-54,Female,0,0,39.0
163328,MX,0,Male,0,D,39.0
164510,PE,0,0,0,C2,38.0
164292,CR,0,0,Alajuela,0,38.0
163872,CL,60-99,0,0,C3,38.0
164609,MX,0,0,0,A/B,38.0
163934,PE,35-44,Male,0,0,38.0
163872,CL,18-27,0,0,C1a,38.0
164714,EC,0,0,0,0,38.0
163934,PE,35-44,Female,0,0,38.0
164320,MX,55-65,0,0,A/B,38.0
163419,HN,36-45,Male,0,0,38.0
164412,UY,0,0,0,A+,38.0
163530,MX,18-24,0,0,0,38.0
164504,EC,0,Male,0,0,37.0
162636,MX,45-50,Female,0,0,37.0
159616,BR,55-99,0,0,0,37.0
164561,BR,0,Male,0,0,37.0
163934,PE,55-99,Male,0,0,37.0
163872,CL,60-99,0,0,C1b,37.0
164395,AR,55-99,0,0,0,37.0
164412,UY,0,0,0,M+,37.0
163934,PE,18-34,Male,0,0,37.0
163434,SV,0,0,0,0,37.0
164187,UY,30-49,0,0,0,37.0
148345,GT,0,Female,0,0,37.0
164655,PR,0,Male,0,0,37.0
161997,MX,0,Male,0,0,37.0
161660,BR,0,0,0,0,37.0
161659,BR,0,0,0,0,36.0
164550,PE,0,0,0,C2,36.0
164550,PE,0,0,0,E,36.0
163419,HN,36-45,Female,0,0,36.0
164412,UY,29-44,Female,0,0,36.0
164412,UY,0,0,0,A-,36.0
164468,MX,0,0,0,0,36.0
162490,CO,0,0,0,0,36.0
164395,AR,45-54,0,0,0,36.0
163934,PE,35-44,Female,0,0,36.0
164187,GT,18-24,0,0,0,36.0
163872,CL,60-99,0,0,C1a,36.0
159616,BR,18-24,0,0,0,36.0
164440,CR,0,Female,0,0,35.0
163934,PE,35-44,Male,0,0,35.0
164468,MX,0,0,0,0,35.0
164519,CL,0,Female,0,0,35.0
164395,AR,35-44,0,0,0,35.0
163888,MX,0,0,0,0,35.0
164519,CL,0,Female,0,0,35.0
164519,CL,0,Female,0,0,35.0
163250,AR,18-24,0,0,0,35.0
164519,CL,0,Male,0,0,35.0
164608,MX,0,0,0,A/B,35.0
164519,CL,0,Female,0,0,35.0
164460,BR,0,0,Norte,0,35.0
164519,CL,0,Female,0,0,35.0
164510,PE,0,0,0,C1,35.0
164412,UY,16-28,Female,0,0,35.0
163183,DO,0,Female,0,0,35.0
164519,CL,0,Male,0,0,35.0
164519,CL,0,Male,0,0,34.0
163328,MX,0,Female,0,D,34.0
164561,BR,0,Male,0,0,34.0
164519,CL,0,Male,0,0,34.0
163888,MX,0,0,0,A/B,34.0
164519,CL,0,Female,0,0,34.0
162990,PE,0,0,0,E,34.0
162636,MX,25-34,Male,0,0,33.0
163250,BR,0,Male,0,0,33.0
162990,PE,0,0,0,C2,33.0
163252,BR,0,0,0,B1,33.0
164713,EC,55-99,Female,0,0,33.0
164519,CL,0,Female,0,0,33.0
163434,SV,0,0,0,0,33.0
164181,CL,36-50,0,0,C2,33.0
163872,CL,60-99,0,0,C2,33.0
163934,PE,35-44,Male,0,0,33.0
164441,AR,45-60,Male,0,0,33.0
164460,BR,0,0,Sul,0,33.0
164324,MX,55-65,0,0,A/B,33.0
164713,EC,55-99,Male,0,0,33.0
163587,EC,0,0,0,C+,33.0
164519,CL,0,Female,0,0,33.0
164519,CL,0,Female,0,0,33.0
164519,CL,0,Female,0,0,33.0
159616,BR,0,0,0,C2,33.0
162453,CO,0,0,0,Estrato 3,33.0
164609,MX,0,Male,0,0,32.0
164181,CL,25-35,0,0,C2,32.0
164550,PE,18-24,0,0,0,32.0
162041,PR,18-34,Female,0,0,32.0
164354,SV,13-17,0,0,0,32.0
164614,BR,45-55,0,0,0,32.0
163934,PE,35-44,Female,0,0,32.0
163813,BR,0,0,0,0,32.0
163872,CL,18-27,0,0,C2,32.0
164085,BR,35-44,Female,0,B2,32.0
164412,UY,45-60,Male,0,0,32.0
164085,BR,55-65,Male,0,A,32.0
157302,CL,0,0,Big North,0,32.0
164460,BR,0,0,Norte,0,31.0
163944,BR,35-44,0,0,0,31.0
164085,BR,25-34,Female,0,B2,31.0
162990,PE,56-99,0,0,0,31.0
164519,CL,0,Female,0,0,31.0
164379,CL,35-40,0,0,0,31.0
164402,BR,45-99,Male,Sudeste,C2,31.0
164609,MX,0,Female,0,0,31.0
164313,BR,0,0,0,A,31.0
164460,BR,0,0,Sul,0,31.0
164608,MX,0,Male,0,0,30.0
163934,PE,18-34,Female,0,0,30.0
164085,BR,35-44,Female,0,A,30.0
163847,PA,25-35,Male,0,0,30.0
164402,BR,45-99,Male,Sudeste,C1,30.0
163984,CL,0,Male,0,0,30.0
164550,PE,0,0,0,D,30.0
164395,AR,0,0,Noreste,0,30.0
164073,MX,18-65,0,0,0,30.0
164073,MX,0,0,0,0,30.0
163872,CL,18-27,0,0,D,30.0
164388,BR,45-99,Female,Sul,B2,30.0
164085,BR,35-44,Female,0,A,30.0
162990,PE,0,0,0,D,30.0
164470,CL,18-25,0,0,0,29.0
164608,MX,0,Female,0,0,29.0
163252,BR,35-44,0,0,0,29.0
163252,BR,25-34,0,0,0,29.0
164460,BR,0,0,Sul,0,29.0
164395,AR,0,0,Noroeste,0,29.0
164642,MX,0,0,0,0,29.0
162636,MX,35-44,Male,0,0,28.0
162636,MX,0,0,0,0,28.0
164519,CL,0,Female,0,0,28.0
163934,PE,18-34,Female,0,0,28.0
162074,GT,45-54,Female,0,0,28.0
164404,BR,55-99,Male,0,D-E,28.0
159616,BR,0,0,Sul,0,28.0
162990,PE,46-55,0,0,0,28.0
164642,MX,0,0,0,0,28.0
164395,AR,0,0,GBA,0,28.0
164501,CL,30-34,Male,0,0,28.0
164440,CR,36-45,0,0,0,28.0
163888,MX,0,0,0,C+,28.0
164414,UY,0,0,Metropolitana,M-,28.0
164379,CL,51-65,0,0,0,28.0
164460,BR,0,0,Norte,0,27.0
164085,BR,25-34,Female,0,A,27.0
162450,CO,0,0,0,Estrato 3,27.0
164412,UY,45-60,Female,0,0,27.0
163813,BR,0,Male,0,0,27.0
162454,CO,18-24,Male,0,0,27.0
163250,AR,0,Male,0,0,26.0
164085,BR,35-44,Female,0,B2,26.0
163189,DO,0,Male,0,0,26.0
163967,CL,41-55,0,0,0,26.0
164085,BR,35-44,Female,0,B1,26.0
164501,CL,25-29,Male,0,0,26.0
163847,PA,25-35,Female,0,0,26.0
163189,DO,18-24,0,0,0,26.0
164085,BR,35-44,Female,0,B1,25.0
161660,BR,0,0,0,0,25.0
162744,PE,36-45,Female,0,0,25.0
163328,MX,0,Male,0,D+,25.0
164388,BR,45-99,Male,Nordeste,C1,25.0
163426,BO,16-17,Female,0,0,25.0
164088,BR,0,0,0,B2,25.0
164615,AR,0,0,Ciudad de Buenos Aires,0,25.0
164581,BR,25-34,0,0,0,25.0
164411,SV,0,0,0,0,24.0
163328,MX,0,Male,0,C-,24.0
159616,BR,45-54,0,0,0,24.0
164666,EC,0,0,Sierra,D,24.0
164666,EC,0,0,Sierra,C+,24.0
164713,EC,0,0,Costa/Cost,0,24.0
162990,PE,26-35,0,0,0,24.0
164085,BR,25-34,Female,0,B1,24.0
164367,AR,25-34,0,0,0,24.0
164610,CR,0,Female,0,0,24.0
164367,AR,18-24,0,0,0,24.0
157302,CL,0,0,Little North,0,24.0
164542,CR,0,0,0,0,24.0
164609,MX,0,0,0,C+,24.0
164608,MX,0,0,0,C+,24.0
164610,CR,0,Male,0,0,24.0
164468,MX,36-45,0,0,0,23.0
164550,PE,0,0,0,C1,23.0
164380,MX,0,0,0,C-,23.0
162744,PE,0,0,0,A1,23.0
164085,BR,35-44,Female,0,A,23.0
164253,BR,0,Male,0,0,23.0
164642,MX,0,0,0,0,23.0
164642,MX,55-64,0,0,0,23.0
162990,PE,36-45,0,0,0,23.0
164388,BR,25-35,Female,Centro-Oeste,B1,23.0
164395,AR,0,0,Ciudad de Buenos Aires,0,23.0
164666,EC,0,0,Costa/Cost,A,23.0
163888,MX,0,0,0,0,23.0
164542,CR,0,0,0,0,23.0
164085,BR,25-34,Female,0,B2,23.0
164713,EC,0,0,Sierra,0,23.0
164253,BR,45-60,0,0,0,22.0
164379,CL,0,0,0,C3,22.0
163328,MX,0,Female,0,D+,22.0
163683,BR,0,0,0,B1,22.0
162457,CO,0,0,0,Estrato 3,22.0
164713,EC,45-54,Female,0,0,22.0
163381,CL,0,0,0,0,22.0
162990,PE,0,0,0,C1,22.0
164609,MX,0,0,0,0,22.0
164666,EC,0,0,Sierra,C-,22.0
164666,EC,0,0,Costa/Cost,D,22.0
164639,BR,45-59,Male,0,0,22.0
164085,BR,35-44,Female,0,A,21.0
164666,EC,0,0,Sierra,B,21.0
164666,EC,0,0,Sierra,A,21.0
164085,BR,45-54,Male,0,A,21.0
164731,CR,25-34,0,0,0,21.0
164642,MX,65-90,0,0,0,21.0
164731,CR,35-44,0,0,0,21.0
164608,MX,0,0,0,0,21.0
164731,CR,45-70,0,0,0,21.0
164608,MX,0,0,0,0,21.0
164380,MX,0,0,0,C,21.0
163813,BR,0,Female,0,0,21.0
164731,CR,0,0,Alajuela,0,21.0
164731,CR,0,0,Cartago,0,21.0
164731,CR,0,0,Other,0,21.0
159616,BR,0,0,0,C1,21.0
163587,EC,0,0,0,C+,21.0
164741,PA,55-99,Male,0,0,21.0
164609,MX,0,0,0,0,21.0
164501,CL,20-24,Male,0,0,21.0
164085,BR,25-34,Female,0,B2,21.0
164109,MX,0,0,0,0,21.0
163967,CL,0,Male,0,0,20.0
164644,BR,0,0,Nordeste,0,20.0
164542,CR,0,0,0,0,20.0
164644,BR,0,0,Norte,0,20.0
164395,AR,0,0,Patagonia,0,20.0
164426,UY,0,0,0,B-,20.0
164085,BR,25-34,Female,0,C2,20.0
164426,UY,0,0,0,A-,20.0
164426,UY,0,0,0,M,20.0
164731,CR,0,0,San Jose,0,20.0
164085,BR,35-44,Female,0,B1,20.0
164085,BR,35-44,Female,0,B1,20.0
164731,CR,18-24,0,0,0,20.0
164644,BR,0,0,Centro-Oeste,0,20.0
164655,PR,0,0,0,0,20.0
161997,MX,0,Female,0,0,19.0
163847,PA,45-50,Female,0,0,19.0
164741,PA,55-99,Female,0,0,19.0
159616,BR,0,0,0,D-E,19.0
164609,MX,0,0,0,0,19.0
164655,PR,0,Female,0,0,19.0
164666,EC,0,0,Costa/Cost,B,19.0
164414,UY,0,0,Centro-sur,A+,19.0
164414,UY,0,0,Centro-sur,A-,19.0
164666,EC,0,0,Costa/Cost,C-,19.0
164414,UY,0,0,Centro-sur,M+,19.0
164414,UY,0,0,Este,M,19.0
164414,UY,0,0,Este,M-,19.0
164414,UY,0,0,Litoral,A-,19.0
164414,UY,0,0,Litoral,M+,19.0
164414,UY,0,0,Litoral,M,19.0
164414,UY,0,0,Litoral,M-,19.0
164414,UY,0,0,Norte,M-,19.0
163683,BR,0,Male,0,0,19.0
162454,CO,18-24,Female,0,0,19.0
164414,UY,0,0,Norte,M+,19.0
164395,AR,0,0,Cuyo,0,19.0
164395,AR,0,0,Centro,0,19.0
164388,BR,18-24,Male,Nordeste,C1,19.0
163587,EC,0,0,0,C+,19.0
164639,BR,25-34,Male,0,0,19.0
164639,BR,35-44,Male,0,0,19.0
163189,DO,0,0,0,0,19.0
164519,CL,0,0,0,C3,18.0
164519,CL,0,Male,0,0,18.0
164519,CL,0,Male,0,0,18.0
163847,PA,18-24,Female,0,0,18.0
163434,SV,0,0,0,0,18.0
164666,EC,0,0,Costa/Cost,C+,18.0
164519,CL,0,Male,0,0,18.0
164615,AR,0,0,GBA,0,18.0
164085,BR,25-34,Female,0,A,18.0
163944,BR,25-34,0,0,0,18.0
162056,CL,0,Male,0,0,18.0
164388,BR,18-24,Female,Norte,B1,18.0
163637,NI,35-45,0,0,0,18.0
164519,CL,0,Male,0,0,18.0
163250,BR,0,0,0,0,18.0
162802,PE,0,0,0,C2,18.0
164519,CL,0,0,0,D,18.0
163434,SV,0,0,0,0,18.0
164414,UY,0,0,Norte,M,18.0
164343,AR,18-24,0,0,0,18.0
164412,UY,0,0,0,M,18.0
164085,BR,35-44,Male,0,B1,18.0
164521,BR,0,0,Norte,0,18.0
157302,CL,0,0,Central,0,18.0
164519,CL,0,0,0,AB,18.0
164395,AR,0,0,Provincia de Buenos Aires,0,18.0
164519,CL,0,0,0,C1a,18.0
164519,CL,0,0,0,C2,18.0
164519,CL,0,0,0,C1b,18.0
164519,CL,0,Male,0,0,17.0
163967,CL,0,Female,0,0,17.0
162074,GT,55-99,Male,0,0,17.0
164519,CL,0,Female,0,0,17.0
164501,CL,30-34,Female,0,0,17.0
164504,EC,35-44,0,0,0,17.0
164644,BR,0,0,Sul,0,17.0
164519,CL,0,Male,0,0,17.0
164519,CL,0,Male,0,0,17.0
163030,BR,25-34,0,Nordeste,0,17.0
164519,CL,0,Male,0,0,17.0
164519,CL,0,Female,0,0,17.0
164608,MX,0,0,0,0,17.0
164085,BR,25-34,Female,0,B2,17.0
164546,MX,35-55,0,0,0,17.0
164521,BR,0,0,Centro-Oeste,0,17.0
163434,SV,0,0,0,0,17.0
164379,CL,0,0,0,C2,16.0
163683,BR,0,Female,0,0,16.0
164243,PY,18-24,Female,0,0,16.0
164243,PY,18-24,Male,0,0,16.0
163804,CL,0,0,0,0,16.0
163888,MX,0,0,0,0,16.0
162744,PE,0,0,0,B1,16.0
164519,CL,0,Male,0,0,16.0
164519,CL,0,Male,0,0,16.0
164367,AR,35-40,0,0,0,16.0
164085,BR,25-34,Female,0,B2,16.0
164402,BR,35-44,Female,Sudeste,C2,16.0
163813,BR,0,0,0,0,16.0
163328,MX,0,Female,0,C-,16.0
164741,PA,35-44,Female,0,0,16.0
164741,PA,18-24,Female,0,0,16.0
163419,HN,25-35,Male,0,0,16.0
163864,PR,18-34,Female,0,0,16.0
162802,PE,0,0,0,C1,15.0
162802,PE,0,0,0,A2,15.0
162802,PE,0,0,0,B2,15.0
162802,PE,0,0,0,A1,15.0
162802,PE,0,0,0,B1,15.0
163740,BR,20-24,0,0,0,15.0
164423,MX,0,Male,0,0,15.0
164085,BR,25-34,Female,0,C2,15.0
164741,PA,18-24,Male,0,0,15.0
164414,UY,0,0,Centro-sur,M,15.0
164741,PA,35-44,Male,0,0,15.0
164414,UY,0,0,Centro-sur,M-,15.0
164414,UY,0,0,Este,A+,15.0
164414,UY,0,0,Este,A-,15.0
164414,UY,0,0,Este,M+,15.0
164414,UY,0,0,Litoral,A+,15.0
164414,UY,0,0,Norte,A+,15.0
164644,BR,0,0,Sudeste,0,15.0
164402,BR,35-44,Female,Sudeste,B1,15.0
164713,EC,45-54,Male,0,0,15.0
164499,CO,25-34,0,0,0,15.0
162056,CL,0,Female,0,0,15.0
164499,CO,0,0,0,Estrato 6,15.0
163637,NI,25-34,0,0,0,15.0
162802,PE,0,0,0,B2,15.0
162802,PE,0,0,0,C2,15.0
164243,PY,18-24,Male,0,0,15.0
162802,PE,0,0,0,B1,15.0
164243,PY,18-24,Male,0,0,15.0
162990,PE,18-25,0,0,0,15.0
162802,PE,0,0,0,C1,15.0
162802,PE,0,0,0,B1,15.0
164504,EC,45-54,0,0,0,15.0
164642,MX,0,Female,0,0,15.0
162802,PE,0,0,0,C2,14.0
164499,CO,0,0,0,Estrato 5,14.0
164414,UY,0,0,Norte,A-,14.0
164519,CL,0,Male,0,0,14.0
162802,PE,0,0,0,B2,14.0
163530,MX,45-54,0,0,0,14.0
